Well_Id	Induction	Rel_Cell_Count	Compound_Id	Ref_Id	RefCpd_Id	Similarity	Induction_Ref	Conc_uM_Ref	Rel_Cell_Count_Ref	Trivial_Name_Ref	Known_Act_Ref	Chiral_Ref	Smiles_Ref
414612:01:03_10.00	13.6	102	414612	246624:01:04_30.00	246624	77.60000000000001	37.0	30.0	95	Tribenoside	vitamin.	False	CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
414612:01:03_10.00	13.6	102	414612	280891:01:03_30.00	280891	77.5	9.8	30.0	103	REV 5901	leukotriene D4 receptor antagonist.	False	CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
414612:01:03_10.00	13.6	102	414612	410031:02:03_30.00	410031	75.9	39.9	30.0	96	Opaganib (ABC294640)	orally bioavailable and selective sphingosine kinase-2 (SphK2) inhibitor with IC50 of approximately 60 µM.	False	O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2
414612:01:03_10.00	13.6	102	414612	410755:01:03_02.00	410755	75.1	21.2	2.0	99	L755507	L-755,507 is characterized as a potent and selective ß3 adrenergic receptor partial agonist with EC50 of 0.43 nM. It is also recently identified to enhance CRISPR-mediated homology-directed repair (HDR) efficiency in human induced pluripotent stem cells (iPSCs) and other cell types.	True	CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1
414612:01:03_10.00	13.6	102	414612	101009:01:16_50.00	101009	74.8	17.1	50.0	85	Centrocountin 1	modulator of centrosome integrity; binds centrosome-associated proteins nucleophosmin (NPM) and Crm1.; Nat. Chem. Biol. 2012, 8, 179	True	COC(=O)C1=CC(C(=O)c2ccccc2O)=CN2CCc3c([nH]c4ccccc34)[C@]12C(=O)OC
414612:01:03_10.00	13.6	102	414612	280076:01:03_30.00	280076	73.9	20.9	30.0	108	YM 976	phosphodiesterase type IV (PDE4) inhibitor. Exhibits anti-inflammatory activity without emesis.	False	CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1
414612:01:03_10.00	13.6	102	414612	280355:01:03_30.00	280355	73.6	19.3	30.0	100	BRL 15572	potent and selective 5-HT1D serotonin receptor antagonist.	False	OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
414612:01:03_10.00	13.6	102	414612	280943:01:03_30.00	280943	73.5	23.7	30.0	97	SB 222200	non-peptide NK3 tachykinin receptor antagonist.	False	CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
414612:01:03_10.00	13.6	102	414612	101009:01:19_30.00	101009	73.2	30.9	30.0	89	Centrocountin 1	modulator of centrosome integrity; binds centrosome-associated proteins nucleophosmin (NPM) and Crm1.; Nat. Chem. Biol. 2012, 8, 179	True	COC(=O)C1=CC(C(=O)c2ccccc2O)=CN2CCc3c([nH]c4ccccc34)[C@]12C(=O)OC
414680:01:03_10.00	6.6	99	414680	413161:01:02_03.00	413161	71.8	6.2	3.0	99		negative control to A1596586	True	COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
414680:01:03_10.00	6.6	99	414680	280107:01:03_30.00	280107	69.39999999999999	30.4	30.0	83	UCL 2077	slow afterhyperpolarization (sAHP) channel blocker.	False	c1ccc(C(NCc2cccnc2)(c2ccccc2)c2ccccc2)cc1
414680:01:03_10.00	6.6	99	414680	247278:01:04_30.00	247278	69.1	12.8	30.0	97	Chlorotrianisene	nuclear receptor ligand, estrogen.	False	COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
414680:01:03_10.00	6.6	99	414680	280705:01:03_30.00	280705	69.0	5.9	30.0	102	MRS 1845, N-Propargylnitrendipene	store-operated calcium (SOC) channel inhibitor.	False	C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C
414680:01:03_10.00	6.6	99	414680	245387:02:04_30.00	245387	68.5	15.9	30.0	104	Tolnaftate	Tolnaftate (NP-27) is a synthetic thiocarbamate used as an anti-fungal agent. .	False	Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
414680:01:03_10.00	6.6	99	414680	413117:01:03_10.00	413117	68.5	12.4	10.0	95	CGP 53353	Selective inhibitor of PKC.b.II (IC50 values are 0.41 and 3.8 uM for PKC.b.II and PKC.b.I respectively). Also inhibits prionogenic Sup35 fibrillization (IC50 ~ 3.4 uM) and inhibits de novo A.b.42 assembly in vitro.	False	O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21
414680:01:03_10.00	6.6	99	414680	280943:01:03_30.00	280943	67.10000000000001	23.7	30.0	97	SB 222200	non-peptide NK3 tachykinin receptor antagonist.	False	CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
414680:01:03_10.00	6.6	99	414680	410094:01:03_02.00	410094	66.7	20.9	2.0	92	Belumosudil	Belumosudil (KD025) is a selective inhibitor of ROCK2 with IC50s of 105 nM and 24 uM for ROCK2 and ROCK1, respectively. Anti-fibrotic properties.	False	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
414680:01:03_10.00	6.6	99	414680	407872:02:04_06.00	407872	65.60000000000001	33.0	6.0	92	Erastin	a cell-permeable piperazinyl-quinazolinone compound that exhibits oncogene-selective lethality. Shown to bind mitochondrial voltage-dependent anion channels (VDAC) and alter its gating; rapidly induce an oxidative, non-apoptotic cell death in several human tumors harboring activating mutations in the RAS-RAF-MEK signaling (EC50 = 6.0 µM in BJ-TERT/LT/ST/RASV12 cells).; Yagoda, N., et al. 2007. Nature 447, 864.	False	CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O
414680:01:03_10.00	6.6	99	414680	407872:02:04_10.00	407872	65.4	29.9	10.0	95	Erastin	a cell-permeable piperazinyl-quinazolinone compound that exhibits oncogene-selective lethality. Shown to bind mitochondrial voltage-dependent anion channels (VDAC) and alter its gating; rapidly induce an oxidative, non-apoptotic cell death in several human tumors harboring activating mutations in the RAS-RAF-MEK signaling (EC50 = 6.0 µM in BJ-TERT/LT/ST/RASV12 cells).; Yagoda, N., et al. 2007. Nature 447, 864.	False	CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O
414686:01:03_10.00	13.1	91	414686	410072:01:03_02.00	410072	74.8	17.8	2.0	83	TH287	TH287 is a potent and selective inhibitor of MTH1, with an IC50 of 0.8 nM. TH287 is highly selective towards MTH1, with no relevant inhibition of MTH2, NUDT5, NUDT12, NUDT14, NUDT16, dCTPase, dUTPase and ITPA at 100 uM. TH287 could act as a chemotherapeutic agent for cancer research.	False	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1
414686:01:03_10.00	13.1	91	414686	410692:01:04_00.60	410692	74.0	58.9	0.6	61	Picropodophyllin	Picropodophyllin (AXL1717) is a selective insulin-like growth factor-1 receptor (IGF-1R) inhibitor with an IC50 of 1 nM.	True	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC
414686:01:03_10.00	13.1	91	414686	246972:12:05_00.60	246972	73.9	50.6	0.6	71	Mebendazole	Mebendazole is a highly effective, broad-spectrum antihelmintic indicated for the treatment of nematode infestations; has been found as a hedgehog inhibitor.	False	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
414686:01:03_10.00	13.1	91	414686	280954:01:07_03.00	280954	73.8	30.7	3.0	79	SKF-96365	selective inhibitor of receptor-mediated and voltage-gated Ca2+ entry.	False	COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
414686:01:03_10.00	13.1	91	414686	246972:12:04_00.60	246972	73.7	62.3	0.6	69	Mebendazole	Mebendazole is a highly effective, broad-spectrum antihelmintic indicated for the treatment of nematode infestations; has been found as a hedgehog inhibitor.	False	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
414686:01:03_10.00	13.1	91	414686	410613:01:05_00.60	410613	73.5	8.6	0.6	100	2-Methoxyestradiol (2-MeOE2)	2-Methoxyestradiol (2-MeOE2) depolymerizes microtubules and blocks HIF-1¿ nuclear accumulation and HIF-transcriptional activity. Phase 2.	True	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
414686:01:03_10.00	13.1	91	414686	413105:01:05_30.00	413105	73.3	26.1	30.0	75	GSK137647A	GSK137647A is a selective FFA4 agonist. IC50 value: 6.3/6.2/6.1 (pEC50, for human/mouse/rat FFA4). The pEC50s for Human, Mouse and Rat FFA1/2/3 are &lt; 4.5. GSK137647A is evaluated against a panel of 65 targets in both full curve functional and binding assays and was shown to provide at least 100-fold selectivity against the panel which included 41 G-protein-coupled receptors (GPCRs), including additional members of the free fatty acid receptors (FFA1, FFA2, and FFA3). GSK137647A produces a concentration-dependent increase in glucose stimulated insulin secretion under high glucose conditions (25 mM).	False	COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1
414686:01:03_10.00	13.1	91	414686	410613:01:04_00.60	410613	73.0	15.5	0.6	86	2-Methoxyestradiol (2-MeOE2)	2-Methoxyestradiol (2-MeOE2) depolymerizes microtubules and blocks HIF-1¿ nuclear accumulation and HIF-transcriptional activity. Phase 2.	True	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
414686:01:03_10.00	13.1	91	414686	528531:01:02_05.00	528531	72.8	36.1	5.0	82		MU1210 is a potent probe for CLK1/2/4 with IC50 values of 8/20/12 nM, respectively with corresponding good cellular potency in NanoBRET assays (84/91/23 nM), respectively. CLK3 was not inhibited by MU1210 at concentrations up to 3 µM.	False	Cn1cc(-c2ccc3occ(-c4cccc(-c5ccncc5)c4)c3n2)cn1
414686:01:03_10.00	13.1	91	414686	410692:01:05_00.60	410692	72.6	60.8	0.6	65	Picropodophyllin	Picropodophyllin (AXL1717) is a selective insulin-like growth factor-1 receptor (IGF-1R) inhibitor with an IC50 of 1 nM.	True	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC
414695:01:03_10.00	16.4	109	414695	413000:01:02_10.00	413000	70.3	31.8	10.0	99	Arcyriaflavin-a	Arcyriaflavin A is an inhibitor of cyclin-dependent kinase 4 (CDK4; IC50 = 140 nM) and calcium/calmodulin-dependent protein kinase II (CaMKII; IC50 = 25 nM). It is selective for CDK4 and CaMKII over protein kinase A (PKA) and PKC (IC50s = &gt;2 and &gt;100 uM, respectively). In vitro, arcyriaflavin A inhibits replication of human cytomegalovirus (HCMV; IC50 = 200 nM), as well as proliferation of HCT116 and NCI H460 human carcinoma cells (IC50s = 850 and 590 nM, respectively).	False	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
414695:01:03_10.00	16.4	109	414695	413196:01:02_05.00	528551	69.39999999999999	6.0	5.0	99		An inhibitor of Complex I quinone binding site (core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase). Active in cellular mechanistic assay demonstrating cellular target engagement. Proliferation assays: IC50 = 79 nM (H1299 (human lung); IC50 = 33 nM (H1299 (human lung). Negative control = BAY-070	False	c1ccc2oc(-c3csc(C4CCN(Cc5nc6cccnc6[nH]5)CC4)n3)cc2c1
414695:01:03_10.00	16.4	109	414695	247296:01:04_30.00	247296	67.60000000000001	20.2	30.0	98	Clobetasol propionate	Glucocorticoid receptor (IC50 = 1.456 nM); Progesterone receptor (IC50 = 3.17 nM)	False	CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
414695:01:03_10.00	16.4	109	414695	392895:01:08_03.00	392895	66.0	32.8	3.0	86	GSK2334470	GSK2334470 is a highly specific and potent inhibitor of PDK1 (3-Phosphoinositide dependent protein kinase-1). GSK2334470 can be used in cells to ablate T-loop phosphorylation and activate SGK, S6K1 and RSK as well as suppress the activation of Akt.	True	CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1
414695:01:03_10.00	16.4	109	414695	413053:01:04_30.00	413053	65.7	15.5	30.0	93	ONC212	ONC212, a fluorinated-ONC201 analogue, is a promising anti-cancer agent and also a selective agonist of GPR132. ONC212 also induces apoptosis.	False	O=C1C2=C(CCN(Cc3ccccc3)C2)N2CCN=C2N1Cc1ccc(C(F)(F)F)cc1
414695:01:03_10.00	16.4	109	414695	392756:02:04_06.00	392756	65.4	29.4	6.0	95	CGI-1746	CGI-1746 is a potent and highly selective inhibitor of the Btk with IC50 of 1.9 nM.	False	Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1
414695:01:03_10.00	16.4	109	414695	413031:01:04_06.00	413031	65.3	16.1	6.0	110	CC-401	CC-401 is a potent inhibitor of all three JNK isoforms (Ki values range from 25 to 50 nM). It has at least 40-fold selectivity for JNK compared with other related kinases.	False	c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1
414695:01:03_10.00	16.4	109	414695	392756:02:04_10.00	392756	65.2	29.5	10.0	89	CGI-1746	CGI-1746 is a potent and highly selective inhibitor of the Btk with IC50 of 1.9 nM.	False	Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1
414740:01:03_10.00	8.5	94	414740	281042:01:03_30.00	281042	86.7	27.3	30.0	95	WAY-100635 maleate	highly selective 5-HT1A serotonin receptor antagonist.	False	COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1
414740:01:03_10.00	8.5	94	414740	409894:01:03_50.00	409894	85.2	23.3	50.0	109	GSK591	GSK591 (EPZ015866) is a potent and selective inhibitor of protein methyltransferase 5 (PRMT5) with an IC50 of 4 nM.	True	O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
414740:01:03_10.00	8.5	94	414740	409894:01:03_30.00	409894	84.0	25.6	30.0	97	GSK591	GSK591 (EPZ015866) is a potent and selective inhibitor of protein methyltransferase 5 (PRMT5) with an IC50 of 4 nM.	True	O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
414740:01:03_10.00	8.5	94	414740	281040:01:03_30.00	281040	84.0	39.0	30.0	87	WIN 62,577	NK1 tachykinin receptor antagonist.	False	C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14
414740:01:03_10.00	8.5	94	414740	246330:01:04_10.00	246330	83.89999999999999	20.0	10.0	92	Dihydroergotamine tartrate	serotonine antagonist.	True	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)C[C@H]21
414740:01:03_10.00	8.5	94	414740	528526:01:02_05.00	528526	83.8	11.9	5.0	109		NR162 is a potent and selective CASK (Ca2+/calmodulin-dependent Ser/Thr kinase) inhibitor with a Kd of 22 nM in ITC and IC50 of 80 nM in NanoBRET assay.	False	Cc1cc(Br)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC3CCCC3)n2)cc1Br
414740:01:03_10.00	8.5	94	414740	247081:01:05_30.00	247081	82.8	16.9	30.0	101	Troleandomycin	ribosomal protein synthesis inhibitor.	True	CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
414740:01:03_10.00	8.5	94	414740	280454:01:03_30.00	280454	82.69999999999999	18.5	30.0	96	R(+)-SCH-23390 hydrochloride	selective D1 dopamine receptor antagonist.	False	CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1
414740:01:03_10.00	8.5	94	414740	410014:01:04_10.00	410014	82.6	16.8	10.0	110	EPZ005687	EPZ005687 is a potent and selective inhibitor of EZH2 with Ki of 24 nM, and has 50-fold selectivity against EZH1 and 500-fold selectivity against 15 other protein methyltransferases.	False	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(O)n1
414740:01:03_10.00	8.5	94	414740	528561:01:02_05.00	528561	82.6	25.2	5.0	103		JNJ-54119936 an inverse agonist of Retinoic Acid-Related Orphan Receptor RORC with Kd = 5.3 nM	True	COc1nc2ccc([C@@](O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1
414747:01:03_10.00	5.9	103	414747	280474:01:03_30.00	280474	82.3	31.8	30.0	92	Droperidol	D1, D2 dopamine receptor antagonist.	False	O=C(CCCN1C=CC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
414747:01:03_10.00	5.9	103	414747	410708:01:04_06.00	410708	81.8	31.6	6.0	98	AM1241	AM-1241 is a selective cannabinoid CB2 receptor agonist with Ki of 3.4 nM, exhibits 82-fold selectivity over CB1 receptor.	False	CN1CCCCC1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21
414747:01:03_10.00	5.9	103	414747	409853:02:03_02.00	409853	81.39999999999999	14.7	2.0	97	Tubacin	Tubacin is a potent and selective inhibitor of HDAC6, with an IC50 value of 4 nM and approximately 350-fold selectivity over HDAC1.	True	O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO
414747:01:03_10.00	5.9	103	414747	246883:07:04_06.00	246883	80.80000000000001	27.1	6.0	97	Fulvestrant	Fulvestrant (ICI 182780) is a pure antiestrogen and a potent estrogen receptor (ER) antagonist with an IC50 of 9.4 nM. Fulvestrant effectively inhibits the growth of ER-positive MCF-7 cells with an IC50 of 0.29 nM. Fulvestrant also induces autophagy and has antitumor efficacy.	True	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
414747:01:03_10.00	5.9	103	414747	280970:01:03_30.00	280970	80.60000000000001	24.7	30.0	93	Tracazolate	non-benzodiazepine anxiolytic which has a high differential between sedative and anxiolytic doses.	False	CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
414747:01:03_10.00	5.9	103	414747	528561:01:02_05.00	528561	80.5	25.2	5.0	103		JNJ-54119936 an inverse agonist of Retinoic Acid-Related Orphan Receptor RORC with Kd = 5.3 nM	True	COc1nc2ccc([C@@](O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1
414747:01:03_10.00	5.9	103	414747	247095:02:03_30.00	247095	79.9	36.3	30.0	101	Nicardipine hydrochloride, YC-93 hydrochloride	L-type Ca2+ channel antagonist, antihypertensive, vasodilator.	False	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
414747:01:03_10.00	5.9	103	414747	528526:01:02_05.00	528526	79.7	11.9	5.0	109		NR162 is a potent and selective CASK (Ca2+/calmodulin-dependent Ser/Thr kinase) inhibitor with a Kd of 22 nM in ITC and IC50 of 80 nM in NanoBRET assay.	False	Cc1cc(Br)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC3CCCC3)n2)cc1Br
414747:01:03_10.00	5.9	103	414747	410080:01:03_02.00	410080	79.5	15.0	2.0	96	GSK503	GSK503 is a potent and specific inhibitor of EZH2 methyltransferase with Kiapp values of 3 to 27 nM.	False	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2c(C)cn3C(C)C)c(O)n1
414747:01:03_10.00	5.9	103	414747	317004:02:10_10.00	317004	79.4	34.5	10.0	90	Smoothib	antagonist of the protein smoothened (SMO).; Angew. Chem. Int. Ed. 2017, 56, 13021	False	Cc1ccc(Cn2[nH]cc3nc(-c4ccc(N5CCN(C(=O)CCc6c[nH]c7ccccc67)CC5)cc4)nc2-3)cc1
414754:01:03_10.00	7.9	99	414754	413130:01:02_03.00	413130	80.80000000000001	7.4	3.0	88		negative control to ABT-100	True	Cn1cncc1[C@@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1
414754:01:03_10.00	7.9	99	414754	381945:01:12_10.00	381945	80.0	46.5	10.0	102	Purmorphamine	Purmorphamine (Shh Signaling Antagonist VI) is a smoothened/Smo receptor agonist with an EC50 of 1 uM.	False	c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1
414754:01:03_10.00	7.9	99	414754	392482:01:09_02.00	392482	79.9	7.9	2.0	102	Pazopanib (Hydrochloride)	Pazopanib Hydrochloride (GW786034 Hydrochloride) is a novel multi-target inhibitor of VEGFR1, VEGFR2, VEGFR3, PDGFR.b., c-Kit, FGFR1, and c-Fms with an IC50 of 10, 30, 47, 84, 74, 140 and 146 nM, respectively.	False	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
414754:01:03_10.00	7.9	99	414754	413167:01:02_05.00	413167	79.80000000000001	24.9	5.0	100		negative control to BI-1950	True	C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21
414754:01:03_10.00	7.9	99	414754	413130:01:02_05.00	413130	79.60000000000001	23.5	5.0	99		negative control to ABT-100	True	Cn1cncc1[C@@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1
414754:01:03_10.00	7.9	99	414754	392592:03:03_10.00	392592	79.5	52.3	10.0	98	Ibrutinib (Racemate)	it is a potent and highly selective Btk inhibitor with IC50 of 0.5 nM, modestly potent to Bmx, CSK, FGR, BRK, HCK, less potent to EGFR, Yes, ErbB2, JAK3, etc.	False	C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
414754:01:03_10.00	7.9	99	414754	520875:01:04_10.00	520875	79.2	55.6	10.0	87	Centrinone-B	Centrinone-B (LCR-323) is a potent and highly selective PLK4 inhibitor, with a Ki of 0.59 nM.	False	COc1c(Nc2cc(C)[nH]n2)nc(Sc2ccc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3F)cc2F)nc1N1CCCCC1
414754:01:03_10.00	7.9	99	414754	246866:02:03_30.00	246866	79.2	49.4	30.0	87	Cilnidipine	slow-acting Ca2+ channel blocker, antihypertensive, vasodilator. Does not inhibit PKC.	False	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
414754:01:03_10.00	7.9	99	414754	247095:01:04_10.00	247095	79.10000000000001	7.9	10.0	98	Nicardipine hydrochloride, YC-93 hydrochloride	L-type Ca2+ channel antagonist, antihypertensive, vasodilator.	False	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
414754:01:03_10.00	7.9	99	414754	381945:02:02_10.00	381945	79.0	61.0	10.0	94	Purmorphamine	Purmorphamine (Shh Signaling Antagonist VI) is a smoothened/Smo receptor agonist with an EC50 of 1 uM.	False	c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1
414779:01:03_10.00	7.9	98	414779	246859:01:04_30.00	246859	85.0	34.2	30.0	108	Vardenafil	PDE5 inhibitor.	False	CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
414779:01:03_10.00	7.9	98	414779	520969:01:04_30.00	520969	84.89999999999999	43.2	30.0	92	ML241 (hydrochloride)	ML241 hydrochloride is a potent p97 inhibitor, inhibiting p97 ATPase with IC50 value of 100 nM.	False	c1ccc(CNc2nc(N3CCOc4ccccc43)nc3c2CCCC3)cc1
414779:01:03_10.00	7.9	98	414779	281051:01:03_30.00	281051	84.89999999999999	39.2	30.0	94	Zimelidine dihydrochloride	serotonin reuptake inhibitor, antidepressant.	False	CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
414779:01:03_10.00	7.9	98	414779	281040:01:03_30.00	281040	84.5	39.0	30.0	87	WIN 62,577	NK1 tachykinin receptor antagonist.	False	C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14
414779:01:03_10.00	7.9	98	414779	528561:01:02_05.00	528561	84.1	25.2	5.0	103		JNJ-54119936 an inverse agonist of Retinoic Acid-Related Orphan Receptor RORC with Kd = 5.3 nM	True	COc1nc2ccc([C@@](O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1
414779:01:03_10.00	7.9	98	414779	280190:01:03_30.00	280190	84.0	31.6	30.0	95	Caroverine hydrochloride	nonselective NMDA and AMPA glutamate receptor antagonist.	False	CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21
414779:01:03_10.00	7.9	98	414779	246866:02:03_10.00	246866	84.0	27.8	10.0	94	Cilnidipine	slow-acting Ca2+ channel blocker, antihypertensive, vasodilator. Does not inhibit PKC.	False	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
414779:01:03_10.00	7.9	98	414779	246330:01:04_10.00	246330	83.89999999999999	20.0	10.0	92	Dihydroergotamine tartrate	serotonine antagonist.	True	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)C[C@H]21
